text,Kommentar,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16
Preis-Leistungsverhältnis ist super.,,"NULL, restaurantp, pos, super",,,,,,,,,,,,,,,
Das ungute Gefühl ist geblieben.,,"NULL, restaurantg, neg, ungute",,,,,,,,,,,,,,,
An einem Samstagabend ist es unmöglich ohne langes Warten gemütlich zu essen.,,"Warten, serv, neg, langes",,,,,,,,,,,,,,,
Der Blick in den tiefer liegenden Festsaal war ein kurzer Besuch wert.,,"Blick in den tiefer liegenden Festsaal, amb, pos, war ein kurzer Besuch wert",,,,,,,,,,,,,,,
Das Personal dort ist sehr freundlich und lustig.,,"Personal, serv, pos, freundlich","Personal, serv, pos, lustig",,,,,,,,,,,,,,
Naja dafür war das Bier und das Essen meiner Frau lecker.,,"Bier, drinkq, pos, lecker","Essen, foodq, pos, lecker",,,,,,,,,,,,,,
"Zuvorkommender Service, Speisen auf hohem Niveau und tolles Ambiente.",,"Service, serv, pos, Zuvorkommender","Speisen, foodq, pos, hohem Niveau","Ambiente, amb, pos, tolles",,,,,,,,,,,,,
"Nie wieder ""Früh am LOC""...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!",,"NULL, serv, neg, Arroganz","NULL, restaurantg, neg, Nie wieder","NULL, serv, neg, Ignoranz","NULL, serv, neg, Unfreundlichkeit",,,,,,,,,,,,
Getränk nachbestellt und wieder mehr als 10 Minute darauf warten müssen.,,"NULL, serv, neg, mehr als 10 Minute darauf warten",,,,,,,,,,,,,,,
"Auch der herbeigerufene Manager hat uns einem sehr aggressiven Ton gefragt, wer uns hier hingesetzt hätte.",,"Manager, serv, neg, aggressiven ",,,,,,,,,,,,,,,
"Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.",,"Beratung, serv, pos, Super",,,,,,,,,,,,,,,
"LOC, Getränke auf sehr hohem Niveau.",,"LOC, restaurantg, pos, hohem Niveau","Getränke, drinkq, pos, hohem Niveau",,,,,,,,,,,,,,
"Die Bedienung war nett, auf den verschmutzen Tisch musste ich hinweisen.",,"Bedienung, serv, pos, nett","Tisch, amb, neg, verschmutzen",,,,,,,,,,,,,,
Unsere Empfehlung beim Besuch in LOC 👍🏼,,"NULL, restaurantg, pos, Empfehlung",,,,,,,,,,,,,,,
Daß das nicht klappen kann am Valentinstag wenn Paate gemütlich feiern wollen ist wohl völlig klar.,,"NULL, restaurantg, neg, Daß das nicht klappen kann am Valentinstag wenn Paate gemütlich feiern wollen ist wohl völlig klar",,,,,,,,,,,,,,,
"Ich rief den Kellner und sagte ihm, dass ich über zwei Stunden aufs Essen gewartet habe (Tagesgericht, bei ganz geringer Auslastung) und dass die Nudeln nicht gefüllt sein.",,"Nudeln, foodq, neg, nicht gefüllt","Kellner, serv, neg, zwei Stunden aufs Essen gewartet",,,,,,,,,,,,,,
Wir kommen gerne wieder!,,"NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
"Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.",,"Abendsonne, amb, pos, in Ordnung","Treiben, amb, pos, in Ordnung",,,,,,,,,,,,,,
Sehr Empfehlenswert.,,"NULL, restaurantg, pos, Empfehlenswert",,,,,,,,,,,,,,,
Bedienung unfreundlich mit verdreckten Oberteil - sorry unappetitlich hoch drei .,,"Bedienung, serv, neg, unfreundlich","Bedienung, serv, neg, verdreckten","Bedienung, serv, neg, unappetitlich",,,,,,,,,,,,,
"Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.",,"Martin, serv, pos, Super","Essen, foodq, pos, leckeres","Atmosphäre, amb, pos, schöne",,,,,,,,,,,,,
"Wir hätten uns dann wohl im Sinne dieser "" Menschlichkeit"" in den Regen setzen dürfen.",,"NULL, serv, neg, hätten uns dann wohl im Sinne dieser "" Menschlichkeit"" in den Regen setzen dürfen",,,,,,,,,,,,,,,
Das Essen war gut!,,"Essen, foodq, pos, gut",,,,,,,,,,,,,,,
Alle arbeiteten Hand in Hand.,,"NULL, serv, pos, Hand in Hand",,,,,,,,,,,,,,,
"Weiterhin waren die Schnitzel viel zu dick, ungewürzt und mit Fettrand.",,"Schnitzel, foods, neg, dick","Schnitzel, foodq, neg, ungewürzt","Schnitzel, foodq, neg, mit Fettrand",,,,,,,,,,,,,
"Alles perfekt, eindeutig griechisch lecker, ok., der Reihe nach, im Detail:die sehr gute Vorspeise weckt den Appetit auf das Hauptgericht, das sowohl als Fleisch- und als Fischvariante absolut Klasse war, Ambiente angenehme Schlichtheit und das Personal in seiner waschechten, gastfreundlichen, griechischen Art einfach super!!",,"Vorspeise, foodq, pos, gute","Fleisch- und als Fischvariante, foodq, pos, Klasse","Ambiente, amb, pos, angenehme","Personal, serv, pos, super","NULL, restaurantg, pos, perfekt",,,,,,,,,,,
"Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.",,"NULL, serv, neg, angepamt",,,,,,,,,,,,,,,
"Ich bin LOC und ich weiß, dass ich nicht die gleiche Küche wie in LOC finden kann, aber das ist eine echte Beleidilung für uns.",,"Küche, foodq, neg, Beleidilung",,,,,,,,,,,,,,,
Das hinterlässt bei mir einen schalen Geschmack…,,"NULL, foodq, neg, schalen",,,,,,,,,,,,,,,
Ich bin bereits schon öfters mal im RESTAURANT_NAME gewesen (hauptsächlich in LOC) und bis her war ich sehr begeistert vom dem guten Bier.,,"Bier, drinkq, pos, guten",,,,,,,,,,,,,,,
"Leute, macht einen großen Bogen um dieses Restaurant.",,"Restaurant, restaurantg, neg, macht einen großen Bogen",,,,,,,,,,,,,,,
Der Nachtisch ging gar nicht.,,"Nachtisch, foodq, neg, ging gar nicht",,,,,,,,,,,,,,,
Die Käsespätzle waren nur Pampe.,,"Käsespätzle, foodq, neg, Pampe",,,,,,,,,,,,,,,
"Tolle Beratung, tolle Bewirtung und essen der extraklasse.",,"Beratung, serv, pos,Tolle","Bewirtung, serv, pos, tolle","essen, foodq, pos, extraklasse",,,,,,,,,,,,,
Wir kommen gerne wieder.,,"NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
LOC war auch lecker.,"würde ich rausnehmen. schreibe in die erste zelle ""anonym"" das erkennt mein script",anonym,,,,,,,,,,,,,,,
Abschliessend: einmal und nie wieder.,,"NULL, restaurantg, neg, nie wieder",,,,,,,,,,,,,,,
"Hoffnungslos überteuert bei miserabler Qualität und einem Koch, der kein Deutsch versteht.",,"NULL, restaurantp, neg, überteuert","Koch, serv, neg, kein Deutsch versteht","NULL, restaurantg, neg, miserabler",,,,,,,,,,,,,
Unter Strich - sehr enttäuschend!!,,"NULL, restaurantg, neg, enttäuschend",,,,,,,,,,,,,,,
"Aber was den Besuch noch unvergesslicher gemacht hat, war der super nette und kompetente Kellner Bruno.",,"Bruno, serv, pos, nette","NULL, restaurantg, pos, unvergesslicher","Bruno, serv, pos, kompetente",,,,,,,,,,,,,
Aber der Service ließ zu Wünschen übrig.,,"Service, serv, neg, zu Wünschen übrig",,,,,,,,,,,,,,,
"Wenn ich wieder in der LOC bin, komme ich gerne wieder!",,"NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
Schade dass bei so einer super Lage der Service so zu wünschen übrig lässt.,,"Service, serv, neg, zu wünschen übrig","Lage, loca, pos, super",,,,,,,,,,,,,,
"Nach einem spontanen Besuch heute Mittag draußen ( es war nichts los ) sind wir zur der Einsicht gekommen, dass wir dieses Brauhaus nie wieder betreten werden.",,"Brauhaus, restaurantg, neg, nie wieder betreten",,,,,,,,,,,,,,,
"Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war.",,"Bedienung, serv, neg, nicht verdient",,,,,,,,,,,,,,,
"Auch die Kellnerin, die eigentlich für unseren Tisch zuständig war, war sehr nett.",,"Kellnerin, serv, pos, nett",,,,,,,,,,,,,,,
Sehr lecker und sehr freundliches Personal!,lecker ist doch food quality?,"Personal, serv, pos, freundliches","NULL, foodq, pos, lecker",,,,,,,,,,,,,,
"lokale Küche (Töttchen), ein eigenes Bier und vor allem super Service.",,"Service, serv, pos, super",,,,,,,,,,,,,,,
"Das Schokotörtchen war auch einwandfrei, das LOC gut aber nicht intensiv genug um als solches eindeutig identifiziert zu werden.",,"Schokotörtchen, foodq, pos, einwandfrei",,,,,,,,,,,,,,,
Noch dazu rochen wir sehr unangenehm nach Frittierfett.,,"NULL, amb, neg, unangenehm",,,,,,,,,,,,,,,
"Die Muscheln waren ziemlich trocken, ebenfalls das Kaninchen.",,"Muscheln, foodq, neg, trocken","Kaninchen, foodq, neg, trocken",,,,,,,,,,,,,,
".Unsere Bedienung an diesem Abend war trotz Unterstützung anderer Mitarbeiter nicht so flott, so wurde z.LOC Wein erst nach der Vorspeise serviert.","Wein, serv, neg, erst nach der Vorspeise serviert","Bedienung, serv, neg, nicht so flott","Wein, serv, neg, erst nach der Vorspeise serviert",,,,,,,,,,,,,,
Mit der Reservierung des Tisches ( 4 Personen -( satte 120 €) - mit diesen 4 Burgern und 4 kleinen Getränken haben wir schließlich 245 € gezahlt !,,"NULL, restaurantp, neg, 245 €",,,,,,,,,,,,,,,
Spezielles Flair macht diese Tapas Bar sehr empfehlenswert.,,"Tapas Bar, restaurantg, pos, empfehlenswert",,,,,,,,,,,,,,,
Der Kaffee Crema schmeckte unterirdisch und der Cappucino ebenfalls.,,"Kaffee Crema, drinkq, neg, unterirdisch","Cappucino, drinkq, neg, unterirdisch",,,,,,,,,,,,,,
Wir waren mit unserer Tochter dort und wurden leider schwer enttäuscht.,,"NULL, restaurantg, neg, enttäuscht",,,,,,,,,,,,,,,
"Es lag nicht an den einzelnen Kellnern, sondern an der (offensichtlich gewollten) Unterbesetzung im Service.",,"Unterbesetzung, serv, neg, gewollten",,,,,,,,,,,,,,,
Weitere junge Servicekräfte liefen gelangweilt umher.,,"Servicekräfte, serv, neg, gelangweilt",,,,,,,,,,,,,,,
Die Haxe war extrem fett und der Knödel poppig und geschmacklos.,,"Knödel, foodq, neg, poppig","Haxe, foodq, neg, fett","Knödel, foodq, neg, geschmacklos",,,,,,,,,,,,,
"Belebter Laden, in dem man von Frau Maar an der Reservierung schon mit einem herzlichen Lächeln empfangen wird.",,"Maar, serv, pos, herzlichen Lächeln",,,,,,,,,,,,,,,
"Schönes Ambiente mit mehreren Räumen früher LOC, zentrale Lage, flotte freundliche Bedienung.",,"Ambiente, amb, pos, Schönes","Bedienung, serv, pos, freundliche","Lage, amb, pos, zentrale",,,,,,,,,,,,,
"Die Steaks waren ausnahmslos zu schwach angebraten, so dass jedes eine breiten hellbraunen LOC, aber ohne die nötigen Röstaromen hatte.",,"Steaks, foodq, neg, schwach",,,,,,,,,,,,,,,
Personal auf zack und der Burger war wirklich seeehr lecker!,,"Personal, serv, pos, zack","Burger, foodq, pos, lecker",,,,,,,,,,,,,,
Wir kommen auf jeden Fall wieder!,,"NULL, restaurantg, pos, kommen auf jeden Fall wieder",,,,,,,,,,,,,,,
Sehr freundlich.,,"NULL, serv, pos, freundlich",,,,,,,,,,,,,,,
Ich hatte Rahmschwammerl in Rahm mit Semmelknödel und war zufrieden.,,"Rahmschwammerl in Rahm mit Semmelknödel, foodq, pos, zufrieden",,,,,,,,,,,,,,,
Wir waren vom Ambiente und der warmen Herzlichkeit sehr angetan und haben uns sofort sehr wohl und sehr gut gefühlt.,,"Ambiente, amb, pos, angetan","Herzlichkeit, serv, pos, angetan","NULL, amb, pos, wohl","NULL, amb, pos, gut",,,,,,,,,,,,
"Gerichte sind eher bodenständig und nicht fein abgestimmt (trotz teilweise hochwertiger Zutaten, wie Trüffel).","würde auch (Trüffel, foodq, pos, hochwertiger) hinzufügen","Gerichte, foodq, neg, bodenständig","Gerichte, foodq, neg, nicht fein abgestimmt","Zutaten, foodq, pos, hochwertiger","Trüffel, foodq, pos, hochwertiger",,,,,,,,,,,,
"Wir wurden von einem sehr arroganten ""Platzanweiser"" am Eingang empfangen.",,"Platzanweiser, serv, neg, arroganten",,,,,,,,,,,,,,,
So bleibt hauptächlich ein mieser und dennoch teurer Abend in Erinnerung.,,"NULL, restaurantp, neg, teurer","NULL, restaurantg, neg, mieser",,,,,,,,,,,,,,
"Wer schon immer mal richtig gute Muscheln probieren wollte kann mit dem Suchen aufhören, dies ist die Adresse.",,"Muscheln, foodq, pos, gute",,,,,,,,,,,,,,,
"Knödel und Sauce sind sehr schlecht, genauso wie der überteuerte Garnelen Salat, keine Raffinesse, wirklich das billigste vom billigsten und die Käsespätzle haben wirklich nichts mit echten Käsespätzle zutun!","(NULL, foodq, neg, keine Raffinesse) und (NULL, foodp, neg, billigste vom billigsten)","Knödel, foodq, neg, schlecht","Sauce, foodq, neg, schlecht","Garnelen Salat, foodp, neg, überteuerte","Käsespätzle, foodq, neg, nichts mit echten Käsespätzle zutun","NULL, foodq, neg, keine Raffinesse","NULL, foodp, neg, billigste vom billigsten",,,,,,,,,,
"Tolles Essen, kompetentes Personal und gemütliches Ambiente… Ein gelungener Abend für uns und absolut weiterzuempfehlen!!","weiteres Quadruple (NULL, restaurantg, pos, gelungener)","Essen, foodq, pos, Tolles","Personal, serv, pos, kompetentes","Ambiente, amb, pos, gemütliches","NULL, restaurantg, pos, weiterzuempfehlen","NULL, restaurantg, pos, gelungener",,,,,,,,,,,
"Man sitzt sehr eng an kleinen Tischchen, von den Teelichtern auf jedem Tisch war trotz Dunkelheit kein einziges angezündet.",,"NULL, amb, neg, eng","NULL, amb, neg, Dunkelheit",,,,,,,,,,,,,,
Durchaus einen Besuch wert.,"""einen"" muss nicht in den OT","NULL, restaurantg, pos, Besuch wer",,,,,,,,,,,,,,,
Völlig überbewertet.,,"NULL, restaurantg, neg, überbewertet",,,,,,,,,,,,,,,
Die Weinkarte wurde erst gar nicht angeboten und auch auf Nachfrage erst sehr verzögert ausgehändigt.,,"NULL, serv, neg, Weinkarte wurde erst gar nicht angeboten",,,,,,,,,,,,,,,
Danach ging allerdings alles im Schneckentempo.,,"NULL, serv, neg, Schneckentempo",,,,,,,,,,,,,,,
Auch das Essen war so lala.,,"Essen, foodq, neu, lala",,,,,,,,,,,,,,,
"Jedes der Gerichte, auch die Vorspeisen, haben uns sehr gut geschmeckt.",,"Gerichte, foodq, pos, gut","Vorspeisen, foodq, pos, gut",,,,,,,,,,,,,,
Für uns war das Essen nur ok und nichts mehr.,,"Essen, foodq, neu, ok",,,,,,,,,,,,,,,
Der Preis mit 9.90€ definitiv nicht gerechtfertigt.,"Preis/Preisen nicht als aspect term, NULL verwenden. So ist es auch bei Rest16","NULL, restaurantp, neg, 9.90€",,,,,,,,,,,,,,,
"Als ich beim Rausgehen, dem Betreiber sagte: ""Ich werde nicht bleiben wegen Ihrer Unfreundlichkeit"" schrie er ich würde ""undeutlich"" sprechen.",,"Betreiber, serv, neg, Unfreundlichkeit",,,,,,,,,,,,,,,
Ein traditionelles Restaurant wie aus dem Bilderbuch.,,"Restaurant, restaurantg, pos, traditionelles",,,,,,,,,,,,,,,
Super leckeres Essen & super Getränke.,,"Essen, foodq, pos, leckeres","Getränke, drinkq, pos, super",,,,,,,,,,,,,,
"Leider war auf der normalen Webseite nicht vermerkt, dass Sonntags nur Brunch möglich ist.",,"Webseite, serv, neg, nicht vermerkt, dass Sonntags nur Brunch möglich",,,,,,,,,,,,,,,
Beim ersten Mal nette Kellnerin und lecker Schokolade.,,"Kellnerin, serv, pos, nette","Schokolade, foodq, pos, lecker",,,,,,,,,,,,,,
"Die Beilagen wären noch ok gewesen, der Braten selbst jedoch einfach noch nicht fertig und zäh.",,"Beilagen, foodq, neu, ok","Braten, foodq, neg, nicht fertig","Braten, foodq, neg, zäh",,,,,,,,,,,,,
"Wir waren am Pfingstsonntag im LOC, das Lokal war wie zu erwarten sehr voll.",,"Lokal, amb, neg, voll",,,,,,,,,,,,,,,
Die Erfahrung hat uns sehr gefallen!,NULL statt Erfahrung,"NULL, restaurantg, pos, gefallen",,,,,,,,,,,,,,,
trotz vielen Gästen eine tolle Bedienung mit wunderbarem Essen.,,"Bedienung, serv, pos, tolle","Essen, foodq, pos, wunderbarem",,,,,,,,,,,,,,
Geht gar nicht.,,"NULL, restaurantg, neg, Geht gar nicht",,,,,,,,,,,,,,,
"Wir erhielten kleine Teller mit recht überschaubaren Portionen (keine Oliven, die ich bei jeder Art von Griechen erwarte ) Geschmacklich war alles in Ordnung.",,"NULL, foodq, neu, in Ordnung","Portionen, foods, neg, überschaubaren",,,,,,,,,,,,,,
Das schlechteste Schnitzel seit langem.,,"Schnitzel, foodq, neg, schlechteste",,,,,,,,,,,,,,,
Bier kann man gut trinken und der Service war sehr nett.,,"Bier, drinkq, pos, gut","Service, serv, pos, nett",,,,,,,,,,,,,,
Jeder Bissen ein Genuss.,,"NULL, foodq, pos, Genuss",,,,,,,,,,,,,,,
Trotzdem ist es immer einen Besuch wert,"""Besuch wert"" reicht","NULL, restaurantg, pos, Besuch wert",,,,,,,,,,,,,,,
Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!,,"Ausstattung, restaurantm, neg, Imbiss-Niveau","Besteck, restaurantm, neg, Imbiss-Niveau","Servietten, restaurantm, neg, Imbiss-Niveau",,,,,,,,,,,,,
Ihr habt uns den Abend gerettet...,,"NULL, restaurantg, pos, den Abend gerettet",,,,,,,,,,,,,,,
"Das Personal super nett und herzlich, die Küche Supergut!","(Personal, serv, pos, herzlich) fehlt","Personal, serv, pos, nett","Küche, foodq, pos, Supergut","Personal, serv, pos, herzlich",,,,,,,,,,,,,
Wurde vom Kellner auf den Tisch geknallt.,,"Kellner, serv, neg, auf den Tisch geknallt",,,,,,,,,,,,,,,
Das dort ausschließlich männliche Personal hatte nun so gar keine Lust.,,"Personal, serv, neg,  keine Lust",,,,,,,,,,,,,,,
Schönen Feierabend!,,"NULL, restaurantg, pos, Schönen",,,,,,,,,,,,,,,
Nach dem Hinweis dazu an die ansonsten sehr aufmerksame Servicekraft wurde lediglich ein Hinweis an die Küche entgegnet.,,"Servicekraft, serv, pos, aufmerksame","NULL, serv, neg, lediglich ein Hinweis an die Küche entgegnet",,,,,,,,,,,,,,
Der wirklich hervorragende Service hat den Besuch abgerundet.,,"Service, serv, pos, hervorragende",,,,,,,,,,,,,,,
"Klasse Essen, leckeres Kölsch",,"Essen, foodq, pos, Klasse","Kölsch, drinkq, pos, leckeres",,,,,,,,,,,,,,
Meine Frau war von den Königsberger Klopsen und ich von dem Rumpsteak aus dem 800° Grill begeistert.,,"Königsberger Klopsen, foodq, pos, begeistert","Rumpsteak, foodq, pos, begeistert",,,,,,,,,,,,,,
Das Essen war bei mir sehr gut aber mein Sohn hatte ein kaltes lauwarmes hähnchen und der Rest war einfach nur kalt.,,"Essen, foodq, pos, gut","hähnchen, foodq, neg, kaltes","NULL, foodq, neg, kalt","hähnchen, foodq, neg, lauwarmes",,,,,,,,,,,,
"Allerdings dauerte es ewig bis das Essen kam, obwohl das Lokal nur zu 1/3 gefüllt war.",,"NULL, serv, neg, dauerte es ewig",,,,,,,,,,,,,,,
Das Personal war sehr freundlich und zuvorkommend.,,"Personal, serv, pos, freundlich","Personal, serv, pos, zuvorkommend",,,,,,,,,,,,,,
Das Essen schmeckte wirklich herrvorragend und das Personal war sehr aufmerksam und freundlich.,,"Essen, foodq, pos, herrvorragend ","Personal, serv, pos, aufmerksam","Personal, serv, pos, freundlich",,,,,,,,,,,,,
"Wir hatten uns schon sehr auf diesen Abend gefreut, aber leider mehr als nur ok war das nicht.",,"NULL, restaurantg, neu, ok",,,,,,,,,,,,,,,
Für uns definitiv eine Option sollten wir nochmals in LOC sein.,,"NULL, restaurantg, pos, eine Option",,,,,,,,,,,,,,,
"Nachfrage beim Kellner, die wären frisch von morgens?????!!!!!!",,"NULL, foodq, neg, frisch von morgens",,,,,,,,,,,,,,,
"Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!","""wieder hingehen"" reicht","Essen, foodq, pos, gutes","Menschen, amb, pos, Nette","NULL, restaurantg, pos, wieder hingehen","Essen, foodq, pos, leckeres",,,,,,,,,,,,
"Ich war jetzt schon oft bei Momo, da man in LOC ja keine Wahl hat, will man eine gute Pizza essen.",,"Pizza, foodq, pos, gute",,,,,,,,,,,,,,,
Service am Kunden ist ein Fremdwort.,,"Service, serv, neg, Fremdwort",,,,,,,,,,,,,,,
"Nur mit dem Service hatten wir wohl einen schlechten Tag erwischt, es wurden die falschen Getränke gebracht die am Ende auch noch berechnet wurden.",,"Service, serv, neg, einen schlechten Tag",,,,,,,,,,,,,,,
Wurde nicht hinein gelassen😤Was soll ich weiter schreiben- der „Türsteher“ der dt Sprache nicht mächtig - Freunde waren im Lokal- Tisch war reserviert- einfach ein Arschlocg,,"Türsteher, serv, neg, Arschlocg",,,,,,,,,,,,,,,
"Großartiges Restaurant, toller Service, und Luca hat den Abend perfekt gemacht!",,"Restaurant, restaurantg, pos, Großartiges","Service, serv, pos, toller","Luca, serv, pos, hat den Abend perfekt gemacht",,,,,,,,,,,,,
